NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;CO_MUNICIPIO_RESIDENCIA;NO_MUNICIPIO_RESIDENCIA;CO_UF_RESIDENCIA;SG_UF_RESIDENCIA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;TP_PRESENCA;CO_PROVA;VL_PERC_COMP1;VL_PERC_COMP2;VL_PERC_COMP3;VL_PERC_COMP4;VL_PERC_COMP5;NU_NOTA_OBJETIVA;TX_RESPOSTAS_OBJETIVA;TX_GABARITO_OBJETIVA;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;IN_QSE;Q1;Q2;Q3;Q4;Q5;Q6_1;Q6_2;Q6_3;Q6_4;Q6_5;Q6_6;Q6_7;Q6_8;Q7;Q8;Q9;Q10;Q11;Q12;Q13;Q14;Q15;Q16_1;Q16_2;Q16_3;Q16_4;Q16_5;Q16_6;Q16_7;Q16_8;Q16_9;Q16_10;Q17_1;Q17_2;Q17_3;Q17_4;Q17_5;Q18;Q19;Q20;Q21;Q22;Q23;Q24;Q25;Q26;Q27;Q28;Q29;Q30_1;Q30_2;Q30_3;Q30_4;Q31;Q32;Q33_1;Q33_2;Q33_3;Q33_4;Q33_5;Q33_6;Q33_7;Q34_1;Q34_2;Q34_3;Q34_4;Q34_5;Q34_6;Q34_7;Q35;Q36;Q37;Q38;Q39;Q40;Q41;Q42_1;Q42_2;Q42_3;Q42_4;Q42_5;Q43_1;Q43_2;Q43_3;Q43_4;Q43_5;Q44_1;Q44_2;Q44_3;Q44_4;Q44_5;Q44_6;Q44_7;Q44_8;Q44_9;Q44_10;Q44_11;Q44_12;Q44_13;Q44_14;Q44_15;Q44_16;Q45_1;Q45_2;Q45_3;Q45_4;Q45_5;Q45_6;Q45_7;Q45_8;Q46;Q47_1;Q47_2;Q47_3;Q47_4;Q47_5;Q47_6;Q47_7;Q48_1;Q48_2;Q48_3;Q48_4;Q48_5;Q48_6;Q48_7;Q48_8;Q48_9;Q48_10;Q48_11;Q48_12;Q49;Q50;Q51;Q52;Q53;Q54_1;Q54_2;Q54_3;Q54_4;Q54_5;Q54_6;Q54_7;Q54_8;Q55;Q56;Q57_1;Q57_2;Q57_3;Q57_4;Q57_5;Q57_6;Q57_7;Q58_1;Q58_2;Q58_3;Q58_4;Q58_5;Q58_6;Q58_7;Q58_8;Q58_9;Q58_10;Q59_1;Q59_2;Q60_1;Q60_2;Q61_1;Q61_2;Q62_1;Q62_2;Q63_1;Q63_2;Q64_1;Q64_2;Q64_3;Q64_4;Q64_5;Q64_6;Q64_7;Q64_8;Q64_9;Q64_10;Q64_11;Q64_12;Q64_13;Q65_1;Q65_2;Q65_3;Q66;Q67;Q68;Q69_1;Q69_2;Q69_3;Q69_4;Q69_5;Q69_6;Q69_7;Q69_8;Q70;Q71_1;Q71_2;Q71_3;Q71_4;Q71_5;Q71_6;Q72_1;Q72_2;Q72_3;Q72_4;Q72_5;Q72_6;Q72_7;Q73_1;Q73_2;Q73_3;Q73_4;Q73_5;Q73_6
860;2002;3;F;1100205;PORTO VELHO;11;RO;1100205;PORTO VELHO;11;RO;4;1;1;1;R;39.39;35.29;33.33;36.36;44.44;38.1;EBEBBEACBBEAAAAEECBCBBBDBECEEECBBDCCEDEEBABCEEAEECCBCBDAECDACEE;EADCBACDBABAACACEBEEDBCCECCACAEBBEBEEDEEABBCACDCBCDDBBDCACDECBE;P;62.5;62.5;50;62.5;62.5;60;1;A;B;C;A;A;B;B;A;B;B;A;B;B;B;E;G;E;D;E;E;E;C;B;A;A;F;A;A;F;A;A;A;A;A;A;A;B;A;D;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;B;B;A;B;A;C;A;B;B;B;B;B;B;B;B;B;C;9;9;7;9;9;8;9;0;7;8;9;9;7;8;0;9;A;A;B;B;B;B;A;A;A;A;A;B;A;B;A;B;7;7;9;8;8;*;8;9;7;9;9;9;J;H;D;F;B;A;B;B;B;B;B;A;B;D;B;B;B;B;A;B;B;B;B;B;A;B;B;A;A;B;A;C;C;B;F;B;B;C;C;F;F;C;B;B;B;A;B;A;A;A;B;A;B;B;B;E;D;G;B;D;C;1;1;7;2;8;4;6;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
861;2002;2;F;1100205;PORTO VELHO;11;RO;1100205;PORTO VELHO;11;RO;4;1;1;1;A;18.18;37.25;30.95;30.3;37.78;33.33;DDABCACCCCCAABEABDACBCBEBCDEDCAEAACACDECEACCCCABAACCBDECCCCDDBD;ACEEDBCCECCACABACBAEBEEDEADCDBEEAACEBBBCACDCBCDCDEDBBDCACBEAEBB;P;62.5;50;50;50;37.5;50;1;A;A;B;A;A;B;A;A;B;B;A;B;B;C;E;C;H;D;B;F;B;D;B;A;A;.;A;F;F;A;A;A;A;B;A;A;B;A;B;C;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;B;B;A;B;A;C;A;B;A;B;B;A;A;B;A;C;A;5;4;0;7;6;0;7;7;7;8;8;0;7;7;5;5;B;A;B;B;B;B;A;B;B;A;A;A;A;B;A;B;5;5;5;*;7;7;*;*;*;*;*;*;G;H;B;F;B;A;B;B;B;B;B;A;B;C;A;B;B;B;A;B;B;A;A;B;B;A;A;A;A;A;A;B;B;D;F;E;B;A;B;F;A;E;B;B;A;A;B;A;A;A;B;A;B;A;A;*;B;E;D;A;E;5;8;1;3;7;7;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
862;2002;3;F;1100205;PORTO VELHO;11;RO;1100205;PORTO VELHO;11;RO;2;1;1;0;;0;0;0;0;0;0;;;F;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
863;2002;2;F;1100205;PORTO VELHO;11;RO;1100205;PORTO VELHO;11;RO;4;1;1;1;R;42.42;50.98;42.86;48.48;48.89;47.62;CAEBDACDBAAAADACDBCCDBBEBCCBCDAABECBCBCEABBECEACBCDADCECABAACBA;EADCBACDBABAACACEBEEDBCCECCACAEBBEBEEDEEABBCACDCBCDDBBDCACDECBE;P;75;62.5;50;75;75;67.5;1;A;A;A;A;A;B;A;A;B;B;A;B;B;D;E;G;D;B;E;G;I;E;E;B;C;B;A;A;F;B;A;B;A;A;A;A;A;A;D;C;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;B;C;A;B;A;C;A;B;B;A;B;A;A;A;A;B;A;7;5;2;2;6;7;9;3;5;9;4;3;5;4;0;9;A;A;B;B;B;B;A;A;A;B;A;B;A;B;A;B;4;2;3;2;9;5;6;6;7;5;8;7;I;H;D;F;B;A;B;B;A;A;B;A;A;E;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A;A;D;E;F;B;C;E;C;A;F;E;B;B;B;A;B;A;A;A;B;A;B;A;B;E;D;C;B;C;E;6;8;7;6;7;7;6;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
864;2002;2;F;1100205;PORTO VELHO;11;RO;1100205;PORTO VELHO;11;RO;2;1;1;1;B;45.45;47.06;38.1;42.42;42.22;44.44;ABAECECCCBEBBCCECDCCEEADAEBBEDBBECABDDABBAAABDECCDCBECAACDAECBE;ABAEADBCCACECCEEDACCBECBAEBEEDBBCCDBAEBBEEAACEBACDCBCDCDEDBBDCA;P;62.5;50;50;62.5;50;55;1;A;A;E;A;A;B;A;A;B;B;A;B;B;D;E;D;C;F;H;D;D;C;B;A;A;A;A;A;F;A;F;A;A;A;A;A;B;C;D;C;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;B;A;A;B;A;A;A;B;A;B;B;A;A;B;B;B;B;9;8;8;5;8;8;0;0;9;0;8;0;0;6;5;7;A;A;B;B;A;A;A;A;A;A;A;B;A;B;A;B;8;9;8;9;*;7;*;*;*;9;9;8;I;J;E;B;B;A;B;B;B;B;B;A;A;D;A;B;B;B;A;B;B;B;A;B;A;A;B;A;A;B;A;B;C;D;F;E;B;E;F;B;E;B;A;B;A;B;B;A;A;A;B;A;B;A;B;E;B;G;B;B;E;6;5;4;7;3;2;1;8;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
865;2002;3;F;1100205;PORTO VELHO;11;RO;1100205;PORTO VELHO;11;RO;2;1;1;1;B;33.33;35.29;28.57;33.33;33.33;33.33;AEAECDECDDBBBCEECCDDADEDCEBDEBACDDAACACDCEDACDBEADCECBBEACDBBCA;ABAEADBCCACECCEEDACCBECBAEBEEDBBCCDBAEBBEEAACEBACDCBCDCDEDBBDCA;P;50;50;50;50;50;50;1;A;B;B;A;A;B;A;A;B;B;A;B;B;D;E;B;F;F;A;E;B;E;D;B;C;A;B;A;A;A;A;B;A;A;A;A;A;B;D;B;E;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;B;B;A;B;A;B;A;A;B;B;A;B;A;A;B;B;B;8;7;0;6;7;0;0;9;6;9;6;6;8;0;8;8;B;A;B;B;A;B;A;A;B;A;A;B;A;B;A;B;7;6;5;6;8;8;8;8;8;6;8;8;I;F;A;F;C;A;B;B;A;B;B;A;B;D;B;B;B;.;B;.;B;B;B;B;B;A;B;B;A;B;A;A;B;A;E;E;B;A;B;F;F;D;B;B;B;A;A;A;A;A;B;A;B;B;B;*;B;D;D;A;G;1;1;1;8;8;6;6;7;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
866;2002;4;F;1100205;PORTO VELHO;11;RO;1100205;PORTO VELHO;11;RO;2;1;1;1;R;33.33;37.25;33.33;39.39;37.78;36.51;CCCBCDCDBDBADDCEDCDBDACAEECACBDADDBCDDADABBCCCCCDCCCCCDDDDEACBD;EADCBACDBABAACACEBEEDBCCECCACAEBBEBEEDEEABBCACDCBCDDBBDCACDECBE;P;62.5;50;50;50;50;52.5;1;A;C;C;A;A;B;A;A;B;B;A;B;B;E;E;A;E;F;H;E;E;C;B;A;C;F;F;A;F;A;F;A;A;A;B;A;B;A;B;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;C;A;A;B;A;A;A;B;A;B;B;A;B;B;B;C;B;7;6;4;5;6;2;0;6;5;8;7;0;7;6;8;0;A;A;B;B;B;B;A;A;B;A;B;B;A;B;A;B;5;7;*;5;*;9;9;9;8;*;9;*;I;F;A;F;C;A;B;B;B;B;B;B;B;D;A;B;B;B;A;B;B;B;B;B;B;B;A;B;B;B;B;C;A;E;A;E;B;E;B;C;F;A;A;B;B;A;A;A;B;A;B;B;B;B;A;B;E;F;B;A;E;7;8;8;7;8;8;7;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
867;2002;2;F;1100205;PORTO VELHO;11;RO;1100205;PORTO VELHO;11;RO;2;1;1;1;V;27.27;39.22;28.57;36.36;35.56;33.33;EDBBDACDCEDDBCDCCDDBBADDDCBDBEEBBBACBCCDECDDDECCDBBCDBAEADDDECE;CDBCBACDEEDBCCECCACABAACEBEADEEACDEACEBACDCBBBCAEBBDBBDCACBEEED;P;50;50;50;50;50;50;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
868;2002;2;F;1100205;PORTO VELHO;11;RO;1100205;PORTO VELHO;11;RO;4;1;1;1;R;54.55;60.78;54.76;63.64;60;58.73;EDDBEDCDBBEAACACEBCBDBCBEBCBBEBBEEBECAEBABCABBDCBDDEABDCABDECBE;EADCBACDBABAACACEBEEDBCCECCACAEBBEBEEDEEABBCACDCBCDDBBDCACDECBE;P;87.5;75;75;87.5;75;80;1;A;A;A;A;A;B;B;A;B;B;B;B;B;A;E;F;E;D;E;E;E;C;B;A;B;F;F;B;F;A;F;A;A;A;A;A;B;B;D;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;B;B;A;B;B;C;A;A;A;A;B;B;B;A;B;A;B;7;7;5;6;7;0;7;7;5;6;6;6;5;5;9;7;B;A;B;B;B;B;A;A;A;A;A;B;A;B;A;B;6;6;6;5;9;6;6;6;5;5;8;6;H;D;A;F;D;A;B;B;B;B;B;A;A;D;B;B;B;B;B;B;B;B;B;B;B;B;C;A;A;A;A;A;B;C;B;E;A;C;F;B;E;F;A;B;A;A;A;A;A;A;B;A;B;B;A;B;E;F;B;A;C;5;5;5;7;5;5;6;8;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
869;2002;2;F;1100205;PORTO VELHO;11;RO;1100205;PORTO VELHO;11;RO;2;1;1;1;R;21.21;25.49;21.43;24.24;28.89;23.81;BEDBDBEDDEDBCABBACBAC ACBACCEACDADADBECEBEDC DDCDC ECACCACDDDAE;EADCBACDBABAACACEBEEDBCCECCACAEBBEBEEDEEABBCACDCBCDDBBDCACDECBE;P;62.5;62.5;62.5;62.5;62.5;62.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
870;2002;2;F;1100205;PORTO VELHO;11;RO;1100205;PORTO VELHO;11;RO;4;1;1;1;A;60.61;60.78;61.9;54.55;60;61.9;DBEEDACCBBCACBAACBAEBBCDECCBDBBEAAEECBBCCBDCBCDCAEAACAAACBECEBB;ACEEDBCCECCACABACBAEBEEDEADCDBEEAACEBBBCACDCBCDCDEDBBDCACBEAEBB;P;87.5;62.5;62.5;87.5;62.5;72.5;1;A;A;A;A;A;B;A;A;B;B;A;B;B;C;E;G;G;D;E;E;J;E;D;F;B;A;A;A;F;A;A;A;A;B;A;A;B;B;B;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;B;C;A;B;A;C;A;A;B;B;B;A;C;B;C;B;A;6;7;5;9;0;7;.;8;5;8;8;8;9;8;9;7;A;A;B;B;B;B;A;A;A;A;B;B;A;B;A;B;6;8;8;6;8;8;7;7;7;7;8;6;I;L;A;F;B;A;B;B;B;B;B;A;B;D;F;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;B;C;A;B;C;F;B;F;A;B;B;A;A;B;A;A;A;A;A;B;B;B;D;E;F;B;F;B;5;8;7;4;6;3;2;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
871;2002;3;M;1100205;PORTO VELHO;11;RO;1100205;PORTO VELHO;11;RO;4;1;1;0;;0;0;0;0;0;0;;;F;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
872;2002;2;M;1100205;PORTO VELHO;11;RO;1100205;PORTO VELHO;11;RO;4;1;1;1;B;27.27;27.45;30.95;30.3;26.67;26.98;DDACCDBBBDBCBACCDDCDDEBEACEEADDDBCADDBBDCBADBBABBCCABDBDADEDDDC;ABAEADBCCACECCEEDACCBECBAEBEEDBBCCDBAEBBEEAACEBACDCBCDCDEDBBDCA;P;62.5;62.5;50;50;50;55;1;B;A;A;A;A;B;B;A;B;B;A;B;B;D;E;E;E;B;D;E;E;C;A;A;A;F;A;A;F;A;F;A;B;A;A;A;B;A;D;C;E;.;.;.;H;B;I;.;.;A;A;B;A;E;B;B;B;B;B;B;B;B;A;A;A;B;A;A;A;B;A;A;B;A;C;A;B;A;B;B;B;B;B;B;B;B;8;0;7;0;0;9;0;0;8;0;9;0;0;9;0;0;A;A;A;B;A;A;A;A;A;A;A;B;A;B;A;B;8;*;*;9;9;*;9;9;9;*;*;*;J;G;B;B;C;A;B;B;B;B;B;A;A;D;B;B;B;B;B;B;B;B;B;B;B;B;A;A;A;B;A;C;A;B;A;E;A;B;A;F;B;E;A;B;A;A;A;A;A;A;B;A;B;A;A;*;*;B;B;A;E;2;2;4;1;8;1;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
873;2002;9;M;1100403;ALTO PARAISO;11;RO;1100403;ALTO PARAISO;11;RO;2;1;1;1;A;9.09;15.69;16.67;12.12;8.89;12.7;D CACDBBACEACCCBBCACDCBBBCBBDEDBAEDAECEBCBADAEAAAABCECCCBCADBBD;ACEEDBCCECCACABACBAEBEEDEADCDBEEAACEBBBCACDCBCDCDEDBBDCACBEAEBB;B;0;0;0;0;0;0;1;B;G;A;A;A;B;A;A;B;B;B;B;B;B;E;B;B;A;J;G;J;C;A;B;A;B;B;A;B;A;B;A;A;A;B;A;B;C;D;A;E;D;A;D;B;B;B;D;A;A;B;B;B;C;A;B;B;B;B;A;B;B;A;A;A;.;A;A;A;C;A;A;.;C;A;B;B;A;B;B;A;B;B;A;B;B;9;0;2;1;5;2;0;0;9;3;1;8;9;9;0;0;B;A;A;B;A;B;B;A;A;A;A;B;A;B;A;B;8;9;9;8;9;*;7;.;9;*;6;9;J;J;D;F;C;A;B;B;B;B;B;B;B;C;E;B;B;B;A;B;B;B;B;B;A;A;A;A;A;B;A;B;C;A;E;C;B;A;F;B;F;E;A;A;A;B;B;A;A;A;B;B;A;A;A;E;*;B;E;C;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
874;2002;3;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;B;39.39;45.1;38.1;42.42;37.78;41.27;CEACDDACDDCAECCBDEDCBEAAEEBEEBBBAEEBADBEBAAAEABACACBBEBDAECDABC;ABAEADBCCACECCEEDACCBECBAEBEEDBBCCDBAEBBEEAACEBACDCBCDCDEDBBDCA;P;75;62.5;62.5;62.5;62.5;65;1;A;B;A;B;A;B;B;B;A;B;B;B;B;A;E;C;B;C;D;A;K;C;A;F;A;F;A;A;F;A;F;A;A;B;A;A;B;B;D;C;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;B;A;A;A;C;A;B;B;B;B;B;B;A;A;B;B;B;8;8;6;5;8;0;0;5;7;8;6;8;8;9;7;3;A;A;B;B;A;A;B;A;D;A;B;B;A;B;B;B;7;9;*;7;*;8;9;9;8;7;9;6;J;I;A;F;B;A;B;B;A;A;B;A;A;D;F;B;B;B;A;B;B;B;A;B;A;A;B;A;A;B;A;C;C;A;E;C;B;C;C;F;D;A;B;B;B;B;A;A;A;A;B;A;B;B;A;D;E;B;B;B;F;7;7;8;1;8;8;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
875;2002;3;F;1101401;MONTE NEGRO;11;RO;1101401;MONTE NEGRO;11;RO;2;1;1;1;B;30.3;31.37;28.57;18.18;26.67;28.57;BEABABDCABCBEEBCBDEBDEBBACDCEEDBDDCBDAABABEABBCBAACBDDBBADBBBBC;ABAEADBCCACECCEEDACCBECBAEBEEDBBCCDBAEBBEEAACEBACDCBCDCDEDBBDCA;P;75;62.5;62.5;62.5;50;62.5;1;A;B;B;A;A;.;.;A;.;.;A;.;.;C;E;I;B;A;H;G;H;C;A;F;F;F;A;A;F;A;A;A;A;B;A;A;B;A;B;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;B;A;A;B;C;A;A;B;B;B;B;A;B;B;B;C;B;6;7;0;2;2;0;0;3;7;5;1;3;5;6;4;2;B;A;B;B;A;B;A;A;C;A;A;B;A;B;A;B;*;5;1;2;*;7;1;5;*;5;5;*;E;I;B;I;D;B;B;B;A;B;A;A;B;A;A;B;B;B;B;B;B;B;B;B;A;B;A;B;A;A;B;C;B;A;F;E;A;C;A;C;D;F;A;A;B;A;A;A;A;A;B;A;B;A;B;D;E;B;B;A;A;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
876;2002;2;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;A;30.3;35.29;23.81;33.33;28.89;30.16;BADADCBCBBCABDEDBDAECEEBCCCECBBBABDDCBBBDDDDDBCCDDCBCEEBBEEDCBB;ACEEDBCCECCACABACBAEBEEDEADCDBEEAACEBBBCACDCBCDCDEDBBDCACBEAEBB;P;62.5;62.5;50;50;62.5;57.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
877;2002;10;M;1100403;ALTO PARAISO;11;RO;1100403;ALTO PARAISO;11;RO;2;1;1;0;;0;0;0;0;0;0;;;F;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
878;2002;10;M;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;1;2;1;1;B;24.24;33.33;26.19;30.3;26.67;30.16;BDACCEABCDEECACBEAACDABADEDBCBEBECABDBBEBECAEECAABDAEDAEECADDAA;ABAEADBCCACECCEEDACCBECBAEBEEDBBCCDBAEBBEEAACEBACDCBCDCDEDBBDCA;P;87.5;75;62.5;75;75;75;1;B;G;B;A;D;.;.;.;.;.;.;.;A;F;E;A;A;A;A;A;H;C;A;F;A;F;A;A;F;A;A;F;A;B;B;A;B;B;B;A;A;D;A;A;H;A;A;J;D;A;A;B;A;C;A;.;B;B;B;B;B;B;.;B;A;B;A;A;A;B;A;E;B;A;A;A;B;B;B;B;B;A;B;B;B;B;8;8;3;0;4;0;0;5;8;9;9;8;8;9;9;7;A;A;A;A;A;A;A;A;E;A;A;B;A;A;A;B;*;8;*;8;*;8;*;*;*;8;8;8;J;J;D;F;B;A;B;B;B;B;A;A;B;B;B;B;A;B;A;B;B;B;A;A;A;A;A;A;A;B;A;B;E;B;F;E;A;B;B;G;F;E;B;B;A;B;A;A;A;A;B;A;B;B;A;E;D;*;E;A;B;5;5;5;6;1;5;1;1;A;A;B;B;B;B;B;.;.;.;.;.;.;.;A;B;A;B;A;B
879;2002;2;M;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;R;45.45;41.18;33.33;36.36;44.44;39.68;CBCBBADDCCAAABEACCDBDBCDDACBCAEBBEBBEEEACADCCBCCBDBCDBECABCBCDB;EADCBACDBABAACACEBEEDBCCECCACAEBBEBEEDEEABBCACDCBCDDBBDCACDECBE;P;75;62.5;50;75;62.5;65;1;B;A;D;A;A;B;B;B;B;B;B;A;A;B;E;.;D;D;E;E;E;C;A;F;A;F;F;A;F;A;F;F;A;A;A;A;B;B;B;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;B;A;A;B;A;A;A;B;B;B;B;A;B;B;C;B;B;9;8;0;7;7;;0;8;6;8;5;7;9;8;9;6;A;A;B;B;B;A;B;A;A;A;A;A;A;B;B;B;8;9;8;8;*;9;9;*;8;8;9;8;J;I;B;A;A;A;B;B;A;B;B;B;B;D;A;B;B;B;A;B;B;A;B;B;A;B;A;A;A;C;A;C;A;D;F;B;B;A;F;B;D;F;B;B;A;A;B;A;A;A;B;A;B;B;A;E;D;B;B;A;A;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
880;2002;7;M;1100452;BURITIS;11;RO;1100452;BURITIS;11;RO;2;1;1;0;;0;0;0;0;0;0;;;F;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
881;2002;6;M;1100452;BURITIS;11;RO;1100452;BURITIS;11;RO;2;1;1;0;;0;0;0;0;0;0;;;F;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
